head_entity_text,tail_entity_text,relation
bottle,water,"Content-Container (e1, e2)"
list,records,"Entity-Origin (e1, e2)"
girl,danger,"Entity-Destination (e1, e2)"
handles,hand brake,"Component-Whole (e1, e2)"
drug,brain,"Entity-Origin (e1, e2)"
phone,prototype stage,"Entity-Destination (e1, e2)"
files,folder,"Content-Container (e2, e1)"
gas centrifuge,camp,"Entity-Origin (e1, e2)"
pollution,shipwreck,"Cause-Effect (e2, e1)"
nose,surfboard,"Component-Whole (e1, e2)"
Inhalation,irritation,"Cause-Effect (e1, e2)"
corridors,hospital,"Component-Whole (e1, e2)"
seminar,system,"Message-Topic (e1, e2)"
film,fare,Other
hailstorm,bullets,"Member-Collection (e1, e2)"
symposium,physicians,"Member-Collection (e1, e2)"
regulation,access,"Message-Topic (e1, e2)"
ingredients,mixing ball,"Content-Container (e2, e1)"
methane,wells,"Entity-Destination (e1, e2)"
prostate,glands,"Component-Whole (e1, e2)"
pollution,smog,"Cause-Effect (e1, e2)"
students,texts,Other
heroes,literature,"Entity-Origin (e1, e2)"
suitcase,cannabis,"Content-Container (e1, e2)"
batter,balls,"Instrument-Agency (e1, e2)"
bed,oysters,"Member-Collection (e1, e2)"
topics,categories,"Entity-Destination (e1, e2)"
ice,shore,"Entity-Origin (e1, e2)"
noise,powertrain,"Cause-Effect (e2, e1)"
factory,blouses,"Product-Producer (e1, e2)"
Lymphoeytes,lymphatics,"Entity-Destination (e1, e2)"
kitchen,meal,"Product-Producer (e1, e2)"
files,bust,"Message-Topic (e1, e2)"
body,phrase,"Component-Whole (e1, e2)"
diamond,necklace,"Component-Whole (e1, e2)"
pandemic,infection,"Cause-Effect (e2, e1)"
player,orchestra,"Member-Collection (e1, e2)"
paper,review,"Message-Topic (e1, e2)"
journal,history,"Message-Topic (e1, e2)"
Heating,wood,"Instrument-Agency (e2, e1)"
evidence,results,"Entity-Origin (e1, e2)"
data,tables,"Content-Container (e2, e1)"
Wind,weathering,"Cause-Effect (e1, e2)"
syndicate,investors,"Member-Collection (e1, e2)"
motifs,ewer,"Content-Container (e2, e1)"
display,status,"Message-Topic (e1, e2)"
bacteria,acne,"Cause-Effect (e1, e2)"
chapter,attempts,"Message-Topic (e1, e2)"
character,producers,"Product-Producer (e2, e1)"
benchmarking,sources,"Entity-Origin (e1, e2)"
hunter,cave,"Entity-Destination (e1, e2)"
barrels,coopers,"Product-Producer (e2, e1)"
buzzard,claws,"Instrument-Agency (e1, e2)"
car,clutch,"Component-Whole (e1, e2)"
strings,guitar,"Component-Whole (e1, e2)"
fistful,expectations,"Member-Collection (e1, e2)"
cache,goods,"Member-Collection (e1, e2)"
hardwire,brain,"Content-Container (e2, e1)"
machineguns,box,"Content-Container (e2, e1)"
fairy tale,giant,"Message-Topic (e1, e2)"
shops,clocks,"Product-Producer (e1, e2)"
table,data,"Content-Container (e1, e2)"
roof,building,"Component-Whole (e1, e2)"
law,registration,"Message-Topic (e1, e2)"
cheek,bone,"Component-Whole (e1, e2)"
bar,steel,"Component-Whole (e1, e2)"
manor,smallholdings,"Component-Whole (e1, e2)"
index,package,"Instrument-Agency (e2, e1)"
fear,darkness,"Entity-Origin (e1, e2)"
tract,liturgical practices,"Message-Topic (e1, e2)"
camp,outsiders,"Member-Collection (e2, e1)"
man,thumb,"Component-Whole (e2, e1)"
data,warehouse,"Content-Container (e1, e2)"
ghost-ship,fleet,"Member-Collection (e1, e2)"
growth,area,"Entity-Origin (e1, e2)"
name,goddess,"Entity-Origin (e1, e2)"
electronic equipment,cabinet,"Content-Container (e1, e2)"
tsunami,earthquake,"Cause-Effect (e2, e1)"
debate,public execution,"Message-Topic (e1, e2)"
switch,light,"Instrument-Agency (e1, e2)"
tape recorder,cabinet,"Content-Container (e1, e2)"
comedy format,sequences,"Component-Whole (e2, e1)"
pizza,trash bag,"Content-Container (e1, e2)"
player,orchestra,"Member-Collection (e1, e2)"
worker,plank,"Instrument-Agency (e1, e2)"
electrodes,brain,"Entity-Destination (e1, e2)"
Mail,city,"Entity-Origin (e1, e2)"
painter,self-portrait,"Product-Producer (e1, e2)"
grove,redwoods,"Component-Whole (e2, e1)"
hinge,book,"Component-Whole (e1, e2)"
dowel,groove,"Component-Whole (e1, e2)"
grain,drink,"Product-Producer (e1, e2)"
agreements,diversion,"Cause-Effect (e1, e2)"
atmospheric chemistry,acid rain,"Message-Topic (e1, e2)"
suitcase,books,"Content-Container (e2, e1)"
ulcer,stress,"Cause-Effect (e2, e1)"
mother,land,"Entity-Origin (e1, e2)"
studies,inquiry,"Entity-Destination (e1, e2)"
notes,telephone call,"Message-Topic (e1, e2)"
baboons,parties,"Member-Collection (e1, e2)"
clutch,mechanics,"Member-Collection (e1, e2)"
committee,vultures,"Member-Collection (e1, e2)"
money,chest,"Content-Container (e1, e2)"
northeast,contention,"Entity-Origin (e1, e2)"
bees,honey,"Product-Producer (e1, e2)"
couple,accounts,"Entity-Destination (e1, e2)"
recipe,safe,"Content-Container (e1, e2)"
Recessions,excess demand,"Cause-Effect (e2, e1)"
contractors,entrance,"Instrument-Agency (e1, e2)"
guy,story,"Product-Producer (e1, e2)"
Technicians,stage,"Instrument-Agency (e1, e2)"
boom,fitting,"Component-Whole (e1, e2)"
Questions,aspects,"Message-Topic (e1, e2)"
tongue,canteen,"Content-Container (e1, e2)"
male,pit,"Entity-Destination (e1, e2)"
milk,pail,"Content-Container (e1, e2)"
audience,readers,"Member-Collection (e1, e2)"
slot,music player,"Component-Whole (e1, e2)"
recession,collapse,"Cause-Effect (e2, e1)"
punks,objects,"Instrument-Agency (e1, e2)"
character,literature,"Entity-Origin (e1, e2)"
bourbon,barrel,"Content-Container (e1, e2)"
heads,ferrets,"Component-Whole (e1, e2)"
Lesions,leg weakness,"Cause-Effect (e1, e2)"
researcher,categories,"Instrument-Agency (e1, e2)"
money,bag,"Content-Container (e1, e2)"
suffering,bomb,"Cause-Effect (e2, e1)"
death,cancellation,"Cause-Effect (e1, e2)"
muster,peacocks,"Member-Collection (e1, e2)"
child,outlet,"Entity-Destination (e1, e2)"
powder,canteen cup,"Content-Container (e1, e2)"
rapper,song,"Product-Producer (e1, e2)"
problems,policy,"Cause-Effect (e2, e1)"
arm,cross,"Component-Whole (e1, e2)"
moisture,stack,"Entity-Origin (e1, e2)"
bacteria,pneumonia,"Cause-Effect (e1, e2)"
show,slot,"Entity-Origin (e1, e2)"
seniors,data,"Instrument-Agency (e2, e1)"
plague,insects,"Member-Collection (e1, e2)"
incoming water,stain,"Cause-Effect (e1, e2)"
side,station,"Component-Whole (e2, e1)"
bleeding,injury,"Cause-Effect (e2, e1)"
team,territory,"Entity-Destination (e1, e2)"
photos,friend,"Product-Producer (e2, e1)"
flour,bowl,"Content-Container (e1, e2)"
specimens,jar,"Content-Container (e1, e2)"
companionship,teammates,"Entity-Origin (e1, e2)"
water,lakes,"Entity-Destination (e1, e2)"
insulin,pancreas,"Entity-Origin (e1, e2)"
insulin,pancreases,"Entity-Origin (e1, e2)"
child,basket,"Content-Container (e1, e2)"
caterpillars,disease,"Cause-Effect (e1, e2)"
glass-blower,vase,"Product-Producer (e1, e2)"
hole,missile,"Cause-Effect (e2, e1)"
proposals,speech,"Content-Container (e1, e2)"
films,filmmakers,"Product-Producer (e2, e1)"
vaccine,maker,"Product-Producer (e1, e2)"
cassette tape,box,"Content-Container (e1, e2)"
crack,humidor,"Component-Whole (e1, e2)"
complexity,mix,"Content-Container (e1, e2)"
family,child,"Member-Collection (e2, e1)"
effect,light,"Instrument-Agency (e2, e1)"
perturbations,moon,"Cause-Effect (e2, e1)"
editor,interface,"Instrument-Agency (e1, e2)"
ice cream,cup,"Content-Container (e1, e2)"
computer,screen,"Component-Whole (e2, e1)"
Diatoms,skeleton,"Component-Whole (e1, e2)"
medal,box,"Content-Container (e1, e2)"
crisis,jobless rate,"Cause-Effect (e1, e2)"
staff,tools,"Instrument-Agency (e1, e2)"
workers,port,"Product-Producer (e1, e2)"
maid,balcony,"Entity-Origin (e1, e2)"
binder,trials,"Entity-Destination (e1, e2)"
activities,development,"Cause-Effect (e1, e2)"
orange,juice,"Component-Whole (e1, e2)"
books,transformation,"Message-Topic (e1, e2)"
story,boy,"Message-Topic (e1, e2)"
server,identifier,"Instrument-Agency (e1, e2)"
concrete,piers,"Content-Container (e1, e2)"
soldiers,battles,"Entity-Destination (e1, e2)"
mast,ship,"Component-Whole (e1, e2)"
human,box,"Content-Container (e1, e2)"
pride,lions,"Member-Collection (e1, e2)"
bevy,deer,"Member-Collection (e1, e2)"
theory,journalists,"Product-Producer (e2, e1)"
wolfpack,submarines,"Member-Collection (e1, e2)"
quote,email,"Content-Container (e1, e2)"
array,responder,"Entity-Destination (e1, e2)"
person,employee,Other
cat,paw,"Component-Whole (e1, e2)"
bench,aldermen,"Member-Collection (e1, e2)"
biographer,minutiae,"Instrument-Agency (e1, e2)"
chains,bags,"Product-Producer (e1, e2)"
gun,safe,"Content-Container (e1, e2)"
helve,hammer,"Component-Whole (e1, e2)"
nails,hand,"Component-Whole (e1, e2)"
porch,stoics,"Entity-Origin (e1, e2)"
grain,ale,"Component-Whole (e1, e2)"
profiles,teachers,"Instrument-Agency (e2, e1)"
corruption,utilities,"Cause-Effect (e2, e1)"
launcher,system,"Component-Whole (e1, e2)"
essays,book,"Content-Container (e1, e2)"
water,well,"Content-Container (e1, e2)"
pig,crate,"Content-Container (e1, e2)"
number,mathematicians,"Member-Collection (e1, e2)"
world,animation,"Instrument-Agency (e1, e2)"
battalion,cavalry,"Component-Whole (e1, e2)"
pin,wheel,"Component-Whole (e1, e2)"
ombudsman,report,"Product-Producer (e2, e1)"
body,elders,"Member-Collection (e1, e2)"
therapist,way,Other
crush,applications,Other
baby,home,"Entity-Destination (e1, e2)"
evening,courage,"Message-Topic (e1, e2)"
species,areas,"Entity-Destination (e1, e2)"
Twisters,creations,"Product-Producer (e2, e1)"
creatures,scare,"Cause-Effect (e1, e2)"
film,economy,"Message-Topic (e1, e2)"
gunnel,boat,"Component-Whole (e1, e2)"
word,root,"Entity-Origin (e1, e2)"
pork butt,crock pot,"Content-Container (e1, e2)"
paper,thesis,"Component-Whole (e1, e2)"
photographers,cameras,"Instrument-Agency (e2, e1)"
train,airport,"Entity-Origin (e1, e2)"
shark,teeth,"Component-Whole (e2, e1)"
girls,bottles,"Instrument-Agency (e1, e2)"
coven,warlocks,"Member-Collection (e1, e2)"
capuchins,knives,"Product-Producer (e2, e1)"
ban,debate,"Cause-Effect (e1, e2)"
cowardice,curs,"Member-Collection (e1, e2)"
latte,glass,"Content-Container (e1, e2)"
chapter,impact,"Message-Topic (e1, e2)"
music,lives,"Message-Topic (e1, e2)"
wheat,countries,"Entity-Destination (e1, e2)"
box,system,"Content-Container (e1, e2)"
report,activities,"Message-Topic (e1, e2)"
guests,wedding,"Entity-Destination (e1, e2)"
needs,society,"Entity-Destination (e1, e2)"
expansion,development,"Cause-Effect (e2, e1)"
sand,hourglass,"Content-Container (e1, e2)"
name,series,"Entity-Origin (e1, e2)"
belt,asteroids,"Member-Collection (e1, e2)"
experience,blend,"Cause-Effect (e2, e1)"
chabazite,multiple U-tube,"Content-Container (e1, e2)"
spill,tanker,"Cause-Effect (e2, e1)"
sunlight,fatigue,"Cause-Effect (e1, e2)"
damage,collision,"Cause-Effect (e2, e1)"
general,role,"Entity-Destination (e1, e2)"
statutes,policy,"Message-Topic (e1, e2)"
disposes,area,"Entity-Destination (e1, e2)"
dopamine,depression,"Cause-Effect (e1, e2)"
kingdom,areas,"Component-Whole (e1, e2)"
railing,bridge,"Component-Whole (e1, e2)"
referee,game,"Instrument-Agency (e1, e2)"
squatters,building,"Entity-Destination (e1, e2)"
farm,greenhouses,"Component-Whole (e1, e2)"
clauses,framers,"Product-Producer (e2, e1)"
compound,tube,"Content-Container (e1, e2)"
coterie,editors,"Member-Collection (e1, e2)"
construction,builder,Other
muscles,leg,"Component-Whole (e1, e2)"
project,standard,"Instrument-Agency (e1, e2)"
turbines,electricity,"Product-Producer (e1, e2)"
pit,snakes,"Content-Container (e1, e2)"
ewes,flock,"Member-Collection (e2, e1)"
clip,series,"Component-Whole (e1, e2)"
suffering,exploitation,"Cause-Effect (e2, e1)"
formalism,literature,"Entity-Origin (e1, e2)"
body,drum,"Content-Container (e1, e2)"
maize,spirits,"Product-Producer (e1, e2)"
neighbour,fence,"Product-Producer (e2, e1)"
mechanism,magnet,"Component-Whole (e1, e2)"
riots,verdict,"Cause-Effect (e2, e1)"
drug,tablet,"Content-Container (e2, e1)"
results,films,"Message-Topic (e1, e2)"
quarrel,purchase,"Message-Topic (e1, e2)"
cold,germs,"Cause-Effect (e2, e1)"
neologisms,literature,"Entity-Origin (e1, e2)"
body,suitcase,"Content-Container (e1, e2)"
program,author,"Product-Producer (e2, e1)"
helicopters,rotors,"Component-Whole (e1, e2)"
Responses,presidents,"Entity-Origin (e1, e2)"
story,students,"Product-Producer (e2, e1)"
bark,phloem,"Component-Whole (e1, e2)"
descent,woodpeckers,"Member-Collection (e1, e2)"
setup,chimney,"Content-Container (e1, e2)"
Strawberry,jam,"Component-Whole (e1, e2)"
bulletin,project,"Message-Topic (e1, e2)"
book,geographical theory,"Message-Topic (e1, e2)"
league,movements,"Member-Collection (e1, e2)"
poison,milk,"Entity-Destination (e1, e2)"
managers,spreadsheets,"Instrument-Agency (e2, e1)"
journalist,office,"Entity-Origin (e1, e2)"
society,agents,"Member-Collection (e1, e2)"
valley,wines,"Product-Producer (e1, e2)"
talks,contract,"Message-Topic (e1, e2)"
stories,historical truths,"Message-Topic (e1, e2)"
problems,study,"Message-Topic (e1, e2)"
sergeant,army,"Member-Collection (e1, e2)"
weather report,storm conditions,"Message-Topic (e1, e2)"
soldier,message,"Product-Producer (e2, e1)"
growth,hormone,"Component-Whole (e1, e2)"
umbrella,ribs,"Component-Whole (e1, e2)"
duo,songs,"Product-Producer (e1, e2)"
terrorist,organizations,"Member-Collection (e1, e2)"
electronic engineer,embedded software,"Entity-Destination (e1, e2)"
discussion,appendix,"Content-Container (e1, e2)"
software,company,"Product-Producer (e2, e1)"
blackberry,syrup,"Component-Whole (e1, e2)"
film,maker,"Product-Producer (e2, e1)"
pocket,trousers,"Component-Whole (e1, e2)"
tablet,monk,"Product-Producer (e2, e1)"
president,corporation,"Member-Collection (e1, e2)"
jaws,handle,"Component-Whole (e1, e2)"
founder,agency,"Member-Collection (e1, e2)"
foot,nails,"Component-Whole (e2, e1)"
ferret,paw,"Component-Whole (e2, e1)"
amount,cylinder,"Content-Container (e1, e2)"
game,television,"Instrument-Agency (e1, e2)"
plug,valve,"Component-Whole (e1, e2)"
sister,cradle,"Content-Container (e1, e2)"
farrow,piglets,"Member-Collection (e1, e2)"
department,store,"Component-Whole (e1, e2)"
chain,saws,"Component-Whole (e1, e2)"
election,appointment,"Cause-Effect (e2, e1)"
polonium,tantalum capsule,"Content-Container (e1, e2)"
items,store,"Entity-Destination (e1, e2)"
fever,immunizations,"Cause-Effect (e2, e1)"
propellor,blade,"Component-Whole (e2, e1)"
busloads,contention,"Entity-Destination (e1, e2)"
mother,sweater,"Product-Producer (e2, e1)"
remuda,horses,"Member-Collection (e1, e2)"
plague,locusts,"Member-Collection (e1, e2)"
exhibits,fall fair,"Entity-Destination (e1, e2)"
taxation,government,"Instrument-Agency (e1, e2)"
literature,recognition,"Message-Topic (e1, e2)"
wind,draft,"Cause-Effect (e1, e2)"
honey,bottle,"Content-Container (e1, e2)"
Vehicles,bumpers,"Component-Whole (e1, e2)"
mischief,mice,"Member-Collection (e1, e2)"
acidity,carbon dioxide,"Cause-Effect (e2, e1)"
expansion,movements,"Cause-Effect (e1, e2)"
wax,workers,"Product-Producer (e1, e2)"
author,devil,"Message-Topic (e1, e2)"
faction,leaders,"Member-Collection (e2, e1)"
law-maker,horse,"Instrument-Agency (e2, e1)"
bar,injector,"Component-Whole (e1, e2)"
troops,areas,"Entity-Destination (e1, e2)"
Highways,disrepair,Other
door,truck,"Component-Whole (e1, e2)"
tea,mug,"Content-Container (e1, e2)"
observations,monitor,"Instrument-Agency (e2, e1)"
harras,horses,"Member-Collection (e2, e1)"
raft,ducks,"Member-Collection (e2, e1)"
people,hunger,Other
clothing,hamper,"Content-Container (e1, e2)"
anecdote,band,"Product-Producer (e1, e2)"
writer,ink,"Instrument-Agency (e1, e2)"
city,station,"Product-Producer (e2, e1)"
tail,solar wind,"Cause-Effect (e2, e1)"
exploration,waters,"Entity-Destination (e1, e2)"
Infectious diseases,parasites,"Cause-Effect (e2, e1)"
Proposals,conference,"Message-Topic (e1, e2)"
roof,carpenter,"Product-Producer (e1, e2)"
student,website,"Entity-Destination (e1, e2)"
trials,day,"Entity-Destination (e1, e2)"
lesson,predominant,"Message-Topic (e1, e2)"
journalists,discussion,"Message-Topic (e2, e1)"
Women,sheep,"Instrument-Agency (e2, e1)"
definition,standards,"Instrument-Agency (e2, e1)"
posts,installation,"Content-Container (e1, e2)"
team,army,"Component-Whole (e1, e2)"
report,societal impacts,"Message-Topic (e1, e2)"
regiment,swordsmen,"Member-Collection (e2, e1)"
interaction,layers,"Entity-Origin (e2, e1)"
chemical,gland,"Product-Producer (e1, e2)"
crisis,cost,"Cause-Effect (e2, e1)"
narration,description,"Content-Container (e1, e2)"
blood,clot,"Component-Whole (e2, e1)"
injuries,fireworks,"Cause-Effect (e2, e1)"
painting,being,"Message-Topic (e1, e2)"
weather,front pages,"Message-Topic (e2, e1)"
relationship,chaos,"Entity-Destination (e1, e2)"
bottle,formula,"Content-Container (e2, e1)"
waiters,mop,"Instrument-Agency (e2, e1)"
desert,lapwings,"Member-Collection (e2, e1)"
norms,issues,"Message-Topic (e1, e2)"
bomb,radio-cassette player,"Content-Container (e1, e2)"
key,safe,"Content-Container (e1, e2)"
philosopher,breakdown,Other
flapper,amplifier,"Component-Whole (e1, e2)"
wine,carafe,"Content-Container (e1, e2)"
threat,television,"Entity-Origin (e2, e1)"
citations,book,"Content-Container (e1, e2)"
spider,glass box,"Content-Container (e1, e2)"
platoon,marines,"Member-Collection (e2, e1)"
plantation,crops,"Component-Whole (e2, e1)"
drive,wallet,"Content-Container (e1, e2)"
producer,programs,"Product-Producer (e2, e1)"
Alcohol,suicide,"Cause-Effect (e1, e2)"
chamber,oven,"Component-Whole (e1, e2)"
illness,chickenpox,"Cause-Effect (e2, e1)"
wrinkles,sun,"Entity-Origin (e2, e1)"
dependencies,filters,"Content-Container (e1, e2)"
ship,port,"Entity-Origin (e2, e1)"
disturbances,erosion,"Cause-Effect (e1, e2)"
think tank,issues,"Message-Topic (e1, e2)"
group,scholarships,"Product-Producer (e2, e1)"
policeman,police force,"Member-Collection (e1, e2)"
Science,lives,"Component-Whole (e1, e2)"
instrument,polyethylene bag,"Content-Container (e1, e2)"
camera,suitcase,"Content-Container (e1, e2)"
mosaicism,mutation,"Entity-Origin (e2, e1)"
citation,books,"Entity-Origin (e2, e1)"
ship,harbour,"Entity-Origin (e2, e1)"
Considerations,cases,"Message-Topic (e1, e2)"
birds,eyes,"Component-Whole (e2, e1)"
systems,paper,"Content-Container (e1, e2)"
scientists,map,"Product-Producer (e2, e1)"
wife,movement,"Member-Collection (e1, e2)"
man,list,"Product-Producer (e2, e1)"
wheels,grinding,"Instrument-Agency (e1, e2)"
disguise,bin,"Content-Container (e1, e2)"
cutter,do-it-yourselfer,"Instrument-Agency (e1, e2)"
athlete,hurdle,"Entity-Destination (e1, e2)"
tape,handycam,"Content-Container (e1, e2)"
organisms,areas,"Entity-Destination (e1, e2)"
rule,approach,"Component-Whole (e1, e2)"
gelatin,animal,"Entity-Origin (e2, e1)"
shop,method,"Product-Producer (e2, e1)"
drug,bottle,"Content-Container (e1, e2)"
bottle,milk,"Content-Container (e2, e1)"
suitcase,money,"Content-Container (e2, e1)"
Students,wiki,"Product-Producer (e2, e1)"
promises,leaders,"Product-Producer (e1, e2)"
dollars,economy,"Content-Container (e1, e2)"
organization,student,"Product-Producer (e2, e1)"
controversy,intelligence,"Message-Topic (e1, e2)"
mushroom,sauce,"Component-Whole (e1, e2)"
boy,windmills,"Product-Producer (e2, e1)"
Seminars,area,"Entity-Destination (e1, e2)"
convention,bills,"Component-Whole (e2, e1)"
deleveraging,crisis,"Cause-Effect (e2, e1)"
shipyard,vessel,"Product-Producer (e2, e1)"
dizziness,injury,"Cause-Effect (e2, e1)"
members,ordinance,"Product-Producer (e2, e1)"
news,interplay,"Message-Topic (e1, e2)"
substance,cytoplasm,"Entity-Destination (e1, e2)"
water,tank,"Content-Container (e1, e2)"
Fainting,unconsciousness,"Cause-Effect (e1, e2)"
way,debate,"Message-Topic (e2, e1)"
treasure trove,concerts,"Member-Collection (e2, e1)"
woman,family,"Entity-Origin (e2, e1)"
bevy,doves,"Member-Collection (e2, e1)"
pie,sky,"Entity-Origin (e2, e1)"
virus,pandemic,"Cause-Effect (e1, e2)"
clutch,mechanics,"Member-Collection (e2, e1)"
spring,device,"Content-Container (e1, e2)"
company,house,"Product-Producer (e2, e1)"
team,brilliance,"Instrument-Agency (e2, e1)"
burns,liquids,"Cause-Effect (e2, e1)"
dispute,plot,"Message-Topic (e1, e2)"
confederation,peoples,"Member-Collection (e2, e1)"
Nitrogen,lakes,"Entity-Destination (e1, e2)"
idiot,motion,"Instrument-Agency (e2, e1)"
spacecraft,outer-space,"Entity-Destination (e1, e2)"
exaltation,larks,"Member-Collection (e2, e1)"
camaraderie,supporters,"Member-Collection (e2, e1)"
Methadone,buzz,"Cause-Effect (e1, e2)"
handgun,safe,"Content-Container (e1, e2)"
flooding,cyclone,"Cause-Effect (e2, e1)"
brigade,followers,"Member-Collection (e2, e1)"
discourse,poet,"Entity-Origin (e2, e1)"
jar,lid,"Component-Whole (e2, e1)"
Fog,delays,"Cause-Effect (e1, e2)"
handful,locations,"Member-Collection (e2, e1)"
administration,centres,"Product-Producer (e1, e2)"
rotors,turbines,"Component-Whole (e1, e2)"
bio-energetics,bio-magnification,"Content-Container (e1, e2)"
hurts,memories,"Entity-Origin (e1, e2)"
model,event,"Entity-Origin (e1, e2)"
convention,ownership,"Message-Topic (e1, e2)"
ideas,issue,"Message-Topic (e1, e2)"
man,pit,"Entity-Destination (e1, e2)"
officers,bus,"Instrument-Agency (e2, e1)"
mother,raft,"Product-Producer (e1, e2)"
astronauts,capsule,"Content-Container (e1, e2)"
laboratory,organisation,"Component-Whole (e1, e2)"
president,corporation,"Member-Collection (e1, e2)"
legion,archers,"Member-Collection (e1, e2)"
skeleton,tomb,"Content-Container (e1, e2)"
squadron,swans,"Member-Collection (e1, e2)"
lion,paw,"Component-Whole (e2, e1)"
money,artwork,"Content-Container (e1, e2)"
request,moderator,"Entity-Destination (e1, e2)"
hypothesis,domination,"Message-Topic (e1, e2)"
volume,understanding,"Message-Topic (e1, e2)"
process,stricture,"Cause-Effect (e1, e2)"
scars,burns,"Entity-Origin (e1, e2)"
parcels,food items,"Content-Container (e1, e2)"
lid,bin,"Component-Whole (e1, e2)"
officials,dossier,"Product-Producer (e1, e2)"
phrase,e-mail,"Entity-Origin (e1, e2)"
gunman,weapons,"Instrument-Agency (e2, e1)"
buns,steamer,"Content-Container (e1, e2)"
poems,contests,"Entity-Destination (e1, e2)"
Dehydration,death,"Cause-Effect (e1, e2)"
software,developer,"Product-Producer (e2, e1)"
statue,sculptor,"Product-Producer (e2, e1)"
tissue,capsule,"Content-Container (e1, e2)"
book,friend,"Product-Producer (e2, e1)"
baby,wipes,"Instrument-Agency (e1, e2)"
ship,port,"Entity-Origin (e1, e2)"
fling,oxbirds,"Member-Collection (e1, e2)"
method,country,"Entity-Origin (e1, e2)"
toxins,odor,"Cause-Effect (e1, e2)"
reel,can,"Content-Container (e1, e2)"
staff,hospital,"Member-Collection (e1, e2)"
Accident,delays,"Cause-Effect (e1, e2)"
Student,telephone,"Instrument-Agency (e2, e1)"
user,button,"Instrument-Agency (e1, e2)"
plate,electroscope,"Component-Whole (e1, e2)"
artist,crayons,"Instrument-Agency (e1, e2)"
fire,earthquake,"Cause-Effect (e2, e1)"
hostel,building,"Component-Whole (e1, e2)"
sword,blade,"Component-Whole (e1, e2)"
suffering,crisis,"Cause-Effect (e2, e1)"
rags,receptacle,"Content-Container (e1, e2)"
volume,inscriptions,"Content-Container (e1, e2)"
file,folder,"Entity-Destination (e1, e2)"
comradeship,brothers,"Member-Collection (e1, e2)"
person,goods,"Product-Producer (e1, e2)"
note,rating,"Message-Topic (e1, e2)"
infection,fungus,"Cause-Effect (e2, e1)"
Tonsillitis,micro-organisms,"Cause-Effect (e2, e1)"
Hiccups,spasm,"Cause-Effect (e2, e1)"
location,circle,"Instrument-Agency (e1, e2)"
electricity,biomass,"Product-Producer (e1, e2)"
metaphors,saint,"Product-Producer (e2, e1)"
gear,collar,"Component-Whole (e1, e2)"
mummy,coffins,"Content-Container (e1, e2)"
aircraft,approach,"Instrument-Agency (e1, e2)"
moments,year,"Entity-Origin (e1, e2)"
memes,copies,"Entity-Destination (e1, e2)"
ossicone,cartilage,"Entity-Origin (e1, e2)"
Cocaine,pineapples,"Content-Container (e1, e2)"
puppy,garbage bag,"Content-Container (e1, e2)"
committee,people,"Member-Collection (e1, e2)"
Landslides,deaths,"Cause-Effect (e1, e2)"
references,name index,"Entity-Destination (e1, e2)"
Rain,power outage,"Cause-Effect (e1, e2)"
speech,critics,"Message-Topic (e1, e2)"
publication,developments,"Message-Topic (e1, e2)"
machine,memory,"Component-Whole (e1, e2)"
irritation,chemicals,"Entity-Origin (e1, e2)"
humiliation,people,"Entity-Origin (e1, e2)"
exhibition,contacts,"Message-Topic (e1, e2)"
initiations,years,Other
visit,sensation,"Cause-Effect (e1, e2)"
voltage,reaction,"Cause-Effect (e1, e2)"
guard,podium,"Entity-Origin (e1, e2)"
sessions,abstracts,"Message-Topic (e1, e2)"
virus,bird,"Entity-Origin (e1, e2)"
funding,newspaper,"Entity-Origin (e2, e1)"
hands,tomb,"Product-Producer (e1, e2)"
atlas,cabinet,"Entity-Origin (e1, e2)"
vapor,swelling,"Cause-Effect (e1, e2)"
email,person,"Entity-Origin (e1, e2)"
reproductive toxicity,nitrite,"Cause-Effect (e2, e1)"
quotes,movies,"Entity-Origin (e1, e2)"
car,seat,"Component-Whole (e1, e2)"
scuttle,coal,"Content-Container (e1, e2)"
surface,plates,"Component-Whole (e1, e2)"
petition,oil,"Message-Topic (e1, e2)"
superfluity,priests,"Member-Collection (e1, e2)"
wheat,flour,"Product-Producer (e2, e1)"
cameras,booths,"Entity-Destination (e1, e2)"
controversy,assignment,"Cause-Effect (e2, e1)"
speeches,economy,"Message-Topic (e1, e2)"
ray theory,layer,"Instrument-Agency (e1, e2)"
dispute,interpretation,"Message-Topic (e1, e2)"
chairman,political party,"Member-Collection (e1, e2)"
practices,programmers,"Message-Topic (e1, e2)"
brew,cauldron,"Content-Container (e1, e2)"
Dioxide,atmosphere,"Entity-Destination (e1, e2)"
mutation,thrushes,"Member-Collection (e1, e2)"
discussion,issues,"Message-Topic (e1, e2)"
recovery,next year,"Entity-Destination (e1, e2)"
cattle,middle ages,"Entity-Origin (e1, e2)"
book,relationship,"Message-Topic (e1, e2)"
button,radio,"Component-Whole (e1, e2)"
guards,building,"Entity-Origin (e1, e2)"
technician,in-circuit emulator,"Instrument-Agency (e1, e2)"
wheat,starch,"Product-Producer (e2, e1)"
shank,hook,"Component-Whole (e1, e2)"
Death,vat,"Content-Container (e1, e2)"
dataset,documents,"Entity-Origin (e1, e2)"
carriages,train,"Component-Whole (e1, e2)"
alliance,brands,"Member-Collection (e1, e2)"
mouse,loaf,"Content-Container (e1, e2)"
abuse,swelling,"Cause-Effect (e1, e2)"
bird,wing,"Component-Whole (e2, e1)"
