head_entity_text,tail_entity_text,relation
benchmarking,sources,"Entity-Origin (e1, e2)"
hunter,cave,"Entity-Destination (e1, e2)"
barrels,coopers,"Product-Producer (e1, e2)"
buzzard,claws,"Component-Whole (e2, e1)"
car,clutch,"Component-Whole (e2, e1)"
strings,guitar,"Component-Whole (e1, e2)"
fistful,expectations,"Content-Container (e2, e1)"
cache,goods,"Content-Container (e2, e1)"
hardwire,brain,"Entity-Destination (e1, e2)"
machineguns,box,"Content-Container (e1, e2)"
fairy tale,giant,"Message-Topic (e1, e2)"
shops,clocks,"Product-Producer (e2, e1)"
table,data,"Content-Container (e2, e1)"
roof,building,"Component-Whole (e1, e2)"
law,registration,"Message-Topic (e1, e2)"
cheek,bone,"Component-Whole (e2, e1)"
bar,steel,"Entity-Origin (e1, e2)"
manor,smallholdings,"Member-Collection (e2, e1)"
index,package,"Product-Producer (e1, e2)"
fear,darkness,"Cause-Effect (e2, e1)"
tract,liturgical practices,"Message-Topic (e1, e2)"
camp,outsiders,"Member-Collection (e2, e1)"
man,thumb,"Component-Whole (e2, e1)"
data,warehouse,"Content-Container (e1, e2)"
ghost-ship,fleet,"Member-Collection (e1, e2)"
growth,area,"Entity-Origin (e1, e2)"
name,goddess,"Entity-Origin (e1, e2)"
electronic equipment,cabinet,"Content-Container (e1, e2)"
tsunami,earthquake,"Cause-Effect (e2, e1)"
debate,public execution,"Message-Topic (e1, e2)"
switch,light,"Instrument-Agency (e1, e2)"
tape recorder,cabinet,"Content-Container (e1, e2)"
comedy format,sequences,"Message-Topic (e1, e2)"
pizza,trash bag,"Content-Container (e1, e2)"
player,orchestra,"Member-Collection (e1, e2)"
worker,plank,Other
electrodes,brain,"Entity-Destination (e1, e2)"
Mail,city,"Entity-Origin (e1, e2)"
painter,self-portrait,"Product-Producer (e2, e1)"
grove,redwoods,"Member-Collection (e2, e1)"
hinge,book,"Component-Whole (e1, e2)"
dowel,groove,"Component-Whole (e2, e1)"
grain,drink,"Product-Producer (e2, e1)"
agreements,diversion,"Cause-Effect (e1, e2)"
atmospheric chemistry,acid rain,"Message-Topic (e1, e2)"
suitcase,books,"Content-Container (e2, e1)"
ulcer,stress,"Cause-Effect (e2, e1)"
mother,land,"Entity-Origin (e1, e2)"
studies,inquiry,"Entity-Destination (e1, e2)"
notes,telephone call,"Message-Topic (e1, e2)"
baboons,parties,"Member-Collection (e1, e2)"
clutch,mechanics,"Member-Collection (e2, e1)"
committee,vultures,"Member-Collection (e2, e1)"
money,chest,"Content-Container (e1, e2)"
northeast,contention,"Cause-Effect (e1, e2)"
bees,honey,"Product-Producer (e1, e2)"
couple,accounts,"Entity-Destination (e1, e2)"
recipe,safe,"Content-Container (e1, e2)"
Recessions,excess demand,"Cause-Effect (e2, e1)"
contractors,entrance,"Instrument-Agency (e2, e1)"
guy,story,"Product-Producer (e1, e2)"
Technicians,stage,Other
boom,fitting,"Component-Whole (e2, e1)"
Questions,aspects,"Message-Topic (e1, e2)"
tongue,canteen,"Content-Container (e1, e2)"
male,pit,"Product-Producer (e1, e2)"
milk,pail,"Content-Container (e1, e2)"
audience,readers,"Member-Collection (e2, e1)"
slot,music player,"Component-Whole (e1, e2)"
recession,collapse,"Cause-Effect (e2, e1)"
punks,objects,Other
character,literature,"Entity-Origin (e1, e2)"
bourbon,barrel,"Content-Container (e1, e2)"
heads,ferrets,"Component-Whole (e1, e2)"
Lesions,leg weakness,"Cause-Effect (e1, e2)"
researcher,categories,"Instrument-Agency (e2, e1)"
money,bag,"Content-Container (e1, e2)"
suffering,bomb,"Cause-Effect (e2, e1)"
death,cancellation,"Cause-Effect (e1, e2)"
muster,peacocks,"Member-Collection (e2, e1)"
child,outlet,"Entity-Destination (e1, e2)"
powder,canteen cup,"Content-Container (e1, e2)"
rapper,song,"Product-Producer (e1, e2)"
problems,policy,"Cause-Effect (e2, e1)"
arm,cross,"Component-Whole (e1, e2)"
moisture,stack,Other
bacteria,pneumonia,"Cause-Effect (e1, e2)"
show,slot,"Content-Container (e1, e2)"
seniors,data,Other
plague,insects,"Member-Collection (e2, e1)"
incoming water,stain,"Cause-Effect (e1, e2)"
side,station,"Entity-Destination (e2, e1)"
bleeding,injury,"Cause-Effect (e2, e1)"
team,territory,"Entity-Destination (e1, e2)"
photos,friend,"Product-Producer (e2, e1)"
flour,bowl,"Content-Container (e1, e2)"
specimens,jar,"Content-Container (e1, e2)"
companionship,teammates,Other
water,lakes,"Entity-Destination (e1, e2)"
insulin,pancreas,"Product-Producer (e2, e1)"
insulin,pancreases,"Product-Producer (e2, e1)"
child,basket,"Content-Container (e1, e2)"
caterpillars,disease,"Cause-Effect (e1, e2)"
glass-blower,vase,"Product-Producer (e1, e2)"
hole,missile,"Cause-Effect (e2, e1)"
proposals,speech,"Message-Topic (e1, e2)"
films,filmmakers,"Product-Producer (e2, e1)"
vaccine,maker,"Product-Producer (e2, e1)"
cassette tape,box,"Content-Container (e1, e2)"
crack,humidor,Other
complexity,mix,"Content-Container (e1, e2)"
family,child,"Member-Collection (e2, e1)"
effect,light,"Cause-Effect (e2, e1)"
perturbations,moon,"Cause-Effect (e2, e1)"
editor,interface,Other
ice cream,cup,"Content-Container (e1, e2)"
computer,screen,"Component-Whole (e2, e1)"
Diatoms,skeleton,"Component-Whole (e2, e1)"
medal,box,"Content-Container (e1, e2)"
crisis,jobless rate,"Cause-Effect (e1, e2)"
staff,tools,"Instrument-Agency (e2, e1)"
workers,port,"Product-Producer (e1, e2)"
maid,balcony,"Entity-Origin (e1, e2)"
binder,trials,"Entity-Destination (e1, e2)"
activities,development,"Entity-Destination (e1, e2)"
orange,juice,Other
books,transformation,"Message-Topic (e1, e2)"
story,boy,"Message-Topic (e1, e2)"
server,identifier,Other
concrete,piers,"Content-Container (e1, e2)"
soldiers,battles,Other
mast,ship,"Component-Whole (e1, e2)"
human,box,"Content-Container (e1, e2)"
pride,lions,"Member-Collection (e2, e1)"
bevy,deer,"Member-Collection (e2, e1)"
theory,journalists,"Product-Producer (e2, e1)"
wolfpack,submarines,"Member-Collection (e2, e1)"
quote,email,"Entity-Origin (e1, e2)"
array,responder,"Entity-Destination (e1, e2)"
person,employee,Other
cat,paw,"Component-Whole (e1, e2)"
bench,aldermen,"Member-Collection (e2, e1)"
biographer,minutiae,Other
chains,bags,Other
gun,safe,"Content-Container (e1, e2)"
helve,hammer,"Component-Whole (e1, e2)"
nails,hand,"Component-Whole (e1, e2)"
porch,stoics,Other
grain,ale,Other
profiles,teachers,Other
corruption,utilities,"Cause-Effect (e2, e1)"
launcher,system,Other
essays,book,"Content-Container (e1, e2)"
water,well,"Content-Container (e1, e2)"
pig,crate,"Content-Container (e1, e2)"
number,mathematicians,"Member-Collection (e2, e1)"
world,animation,Other
battalion,cavalry,"Member-Collection (e1, e2)"
pin,wheel,"Component-Whole (e1, e2)"
ombudsman,report,"Product-Producer (e1, e2)"
body,elders,"Member-Collection (e2, e1)"
therapist,way,Other
crush,applications,Other
baby,home,"Entity-Destination (e1, e2)"
evening,courage,"Message-Topic (e1, e2)"
species,areas,"Entity-Destination (e1, e2)"
creations,Twisters,"Product-Producer (e1, e2)"
creatures,scare,"Cause-Effect (e1, e2)"
film,economy,"Message-Topic (e1, e2)"
gunnel,boat,"Component-Whole (e1, e2)"
word,root,"Entity-Origin (e1, e2)"
pork butt,crock pot,"Content-Container (e1, e2)"
paper,thesis,"Entity-Origin (e1, e2)"
cameras,photographers,"Instrument-Agency (e1, e2)"
train,airport,"Entity-Origin (e1, e2)"
shark,teeth,"Component-Whole (e2, e1)"
girls,bottles,Other
warlocks,coven,"Member-Collection (e1, e2)"
knives,capuchins,"Product-Producer (e1, e2)"
ban,debate,"Cause-Effect (e1, e2)"
cowardice,curs,Other
latte,glass,"Content-Container (e1, e2)"
chapter,impact,"Message-Topic (e1, e2)"
music,lives,"Message-Topic (e1, e2)"
wheat,countries,"Entity-Destination (e1, e2)"
system,box,"Content-Container (e1, e2)"
report,activities,"Message-Topic (e1, e2)"
guests,wedding,"Entity-Destination (e1, e2)"
needs,society,Other
development,expansion,"Cause-Effect (e1, e2)"
sand,hourglass,"Content-Container (e1, e2)"
name,series,"Entity-Origin (e1, e2)"
asteroids,belt,"Member-Collection (e1, e2)"
blend,experience,"Cause-Effect (e1, e2)"
chabazite,multiple U-tube,"Content-Container (e1, e2)"
tanker,spill,"Cause-Effect (e1, e2)"
sunlight,fatigue,"Cause-Effect (e1, e2)"
collision,damage,"Cause-Effect (e1, e2)"
general,role,Other
statutes,policy,"Message-Topic (e1, e2)"
disposes,area,"Entity-Destination (e1, e2)"
dopamine,depression,"Cause-Effect (e1, e2)"
areas,kingdom,"Component-Whole (e1, e2)"
railing,bridge,"Component-Whole (e1, e2)"
referee,game,Other
squatters,building,"Entity-Destination (e1, e2)"
greenhouses,farm,"Component-Whole (e1, e2)"
clauses,framers,"Product-Producer (e1, e2)"
compound,tube,"Content-Container (e1, e2)"
editors,coterie,"Member-Collection (e1, e2)"
construction,builder,Other
muscles,leg,"Component-Whole (e1, e2)"
project,standard,"Message-Topic (e1, e2)"
electricity,turbines,"Product-Producer (e1, e2)"
snakes,pit,"Content-Container (e1, e2)"
ewes,flock,"Member-Collection (e1, e2)"
clip,series,"Entity-Origin (e1, e2)"
exploitation,suffering,"Cause-Effect (e1, e2)"
formalism,literature,"Entity-Origin (e1, e2)"
drum,body,"Content-Container (e2, e1)"
maize,spirits,Other
neighbour,fence,Other
magnet,mechanism,"Component-Whole (e1, e2)"
verdict,riots,"Cause-Effect (e2, e1)"
tablet,drug,"Content-Container (e2, e1)"
films,results,"Content-Container (e2, e1)"
quarrel,purchase,Other
cold,germs,Other
neologisms,literature,"Entity-Origin (e1, e2)"
suitcase,body,"Content-Container (e2, e1)"
program,author,"Product-Producer (e1, e2)"
rotors,helicopters,"Component-Whole (e1, e2)"
Responses,presidents,"Entity-Origin (e1, e2)"
students,story,"Product-Producer (e2, e1)"
phloem,bark,"Component-Whole (e1, e2)"
woodpeckers,descent,"Member-Collection (e1, e2)"
chimney,setup,"Content-Container (e2, e1)"
jam,Strawberry,"Product-Producer (e2, e1)"
bulletin,project,"Message-Topic (e1, e2)"
book,geographical theory,"Message-Topic (e1, e2)"
league,movements,"Member-Collection (e1, e2)"
milk,poison,"Content-Container (e2, e1)"
spreadsheets,managers,"Instrument-Agency (e2, e1)"
journalist,office,Other
agents,society,"Member-Collection (e1, e2)"
wines,valley,"Product-Producer (e2, e1)"
talks,contract,"Message-Topic (e1, e2)"
stories,historical truths,"Entity-Origin (e1, e2)"
problems,study,"Message-Topic (e1, e2)"
sergeant,army,"Member-Collection (e1, e2)"
weather report,storm conditions,"Message-Topic (e1, e2)"
message,soldier,"Product-Producer (e2, e1)"
growth,hormone,Other
ribs,umbrella,"Component-Whole (e1, e2)"
songs,duo,"Product-Producer (e2, e1)"
terrorist,organizations,Other
electronic engineer,embedded software,"Entity-Destination (e1, e2)"
appendix,discussion,"Content-Container (e2, e1)"
software,company,Other
syrup,blackberry,"Product-Producer (e2, e1)"
film,maker,"Product-Producer (e1, e2)"
pocket,trousers,"Component-Whole (e1, e2)"
tablet,monk,"Product-Producer (e1, e2)"
president,corporation,"Member-Collection (e1, e2)"
jaws,handle,Other
founder,agency,Other
nails,foot,"Component-Whole (e1, e2)"
paw,ferret,"Component-Whole (e1, e2)"
cylinder,amount,"Content-Container (e2, e1)"
game,television,Other
plug,valve,"Component-Whole (e1, e2)"
cradle,sister,"Content-Container (e2, e1)"
piglets,farrow,"Member-Collection (e1, e2)"
department,store,"Component-Whole (e1, e2)"
chain,saws,"Component-Whole (e1, e2)"
election,appointment,"Cause-Effect (e2, e1)"
polonium,tantalum capsule,"Content-Container (e1, e2)"
items,store,"Entity-Destination (e1, e2)"
fever,immunizations,"Cause-Effect (e2, e1)"
propellor,blade,"Component-Whole (e1, e2)"
busloads,contention,Other
mother,sweater,"Product-Producer (e1, e2)"
remuda,horses,"Member-Collection (e1, e2)"
plague,locusts,Other
exhibits,fall fair,"Entity-Destination (e1, e2)"
taxation,government,"Instrument-Agency (e1, e2)"
literature,recognition,"Message-Topic (e1, e2)"
wind,draft,"Cause-Effect (e1, e2)"
honey,bottle,"Content-Container (e1, e2)"
Vehicles,bumpers,"Component-Whole (e1, e2)"
mischief,mice,"Member-Collection (e1, e2)"
acidity,carbon dioxide,"Cause-Effect (e2, e1)"
expansion,movements,"Cause-Effect (e1, e2)"
wax,workers,"Product-Producer (e1, e2)"
author,devil,Other
faction,leaders,"Member-Collection (e1, e2)"
law-maker,horse,Other
bar,injector,"Component-Whole (e1, e2)"
troops,areas,"Entity-Destination (e1, e2)"
Highways,disrepair,Other
door,truck,"Component-Whole (e1, e2)"
tea,mug,"Content-Container (e1, e2)"
observations,monitor,Other
harras,horses,"Member-Collection (e1, e2)"
raft,ducks,"Member-Collection (e1, e2)"
people,hunger,Other
clothing,hamper,"Content-Container (e1, e2)"
anecdote,band,Other
writer,ink,Other
city,station,"Product-Producer (e1, e2)"
tail,solar wind,"Cause-Effect (e2, e1)"
exploration,waters,"Entity-Destination (e1, e2)"
Infectious diseases,parasites,"Cause-Effect (e2, e1)"
Proposals,conference,"Entity-Destination (e1, e2)"
roof,carpenter,"Product-Producer (e1, e2)"
student,website,"Entity-Destination (e1, e2)"
trials,day,"Entity-Destination (e1, e2)"
lesson,predominant,Other
journalists,discussion,"Message-Topic (e1, e2)"
Women,sheep,Other
definition,standards,Other
posts,installation,"Entity-Destination (e1, e2)"
team,army,"Component-Whole (e1, e2)"
report,societal impacts,"Message-Topic (e1, e2)"
regiment,swordsmen,"Member-Collection (e1, e2)"
interaction,layers,"Entity-Origin (e1, e2)"
chemical,gland,"Product-Producer (e1, e2)"
crisis,cost,"Cause-Effect (e2, e1)"
narration,description,"Content-Container (e2, e1)"
blood,clot,"Component-Whole (e1, e2)"
injuries,fireworks,"Cause-Effect (e2, e1)"
painting,being,Other
weather,front pages,"Message-Topic (e2, e1)"
relationship,chaos,Other
bottle,formula,"Content-Container (e2, e1)"
mop,waiters,"Instrument-Agency (e1, e2)"
desert,lapwings,"Member-Collection (e2, e1)"
norms,issues,"Message-Topic (e1, e2)"
bomb,radio-cassette player,"Content-Container (e2, e1)"
key,safe,"Content-Container (e2, e1)"
philosopher,breakdown,Other
flapper,amplifier,"Component-Whole (e1, e2)"
wine,carafe,"Content-Container (e2, e1)"
threat,television,"Entity-Origin (e2, e1)"
citations,book,"Content-Container (e2, e1)"
spider,glass box,"Content-Container (e2, e1)"
platoon,marines,"Member-Collection (e2, e1)"
plantation,crops,Other
drive,wallet,"Content-Container (e2, e1)"
producer,programs,"Product-Producer (e1, e2)"
Alcohol,suicide,"Cause-Effect (e1, e2)"
chamber,oven,"Component-Whole (e1, e2)"
illness,chickenpox,"Cause-Effect (e2, e1)"
wrinkles,sun,"Cause-Effect (e2, e1)"
dependencies,filters,"Content-Container (e2, e1)"
ship,port,"Entity-Origin (e1, e2)"
disturbances,erosion,"Cause-Effect (e1, e2)"
think tank,issues,"Message-Topic (e1, e2)"
group,scholarships,"Product-Producer (e1, e2)"
policeman,police force,"Member-Collection (e1, e2)"
Science,lives,Other
instrument,polyethylene bag,"Content-Container (e2, e1)"
camera,suitcase,"Content-Container (e2, e1)"
mosaicism,mutation,"Entity-Origin (e1, e2)"
citation,books,"Entity-Origin (e1, e2)"
ship,harbour,"Entity-Origin (e1, e2)"
Considerations,cases,"Message-Topic (e1, e2)"
birds,eyes,"Component-Whole (e1, e2)"
systems,paper,"Message-Topic (e2, e1)"
scientists,map,"Product-Producer (e2, e1)"
wife,movement,"Member-Collection (e1, e2)"
man,list,"Product-Producer (e1, e2)"
wheels,grinding,Other
disguise,bin,"Content-Container (e2, e1)"
cutter,do-it-yourselfer,"Instrument-Agency (e1, e2)"
athlete,hurdle,"Entity-Destination (e1, e2)"
tape,handycam,"Content-Container (e2, e1)"
organisms,areas,"Entity-Destination (e1, e2)"
rule,approach,"Instrument-Agency (e1, e2)"
gelatin,animal,"Entity-Origin (e1, e2)"
shop,method,Other
drug,bottle,"Content-Container (e2, e1)"
bottle,milk,"Content-Container (e1, e2)"
suitcase,money,"Content-Container (e1, e2)"
Students,wiki,"Product-Producer (e2, e1)"
promises,leaders,"Product-Producer (e2, e1)"
dollars,economy,"Entity-Destination (e1, e2)"
organization,student,"Product-Producer (e2, e1)"
controversy,intelligence,"Message-Topic (e1, e2)"
mushroom,sauce,"Component-Whole (e1, e2)"
boy,windmills,"Product-Producer (e2, e1)"
Seminars,area,"Entity-Destination (e1, e2)"
convention,bills,"Message-Topic (e1, e2)"
deleveraging,crisis,"Cause-Effect (e2, e1)"
shipyard,vessel,"Product-Producer (e2, e1)"
dizziness,injury,"Cause-Effect (e2, e1)"
members,ordinance,"Product-Producer (e2, e1)"
news,interplay,"Message-Topic (e1, e2)"
substance,cytoplasm,"Entity-Destination (e1, e2)"
water,tank,"Content-Container (e2, e1)"
Fainting,unconsciousness,"Cause-Effect (e1, e2)"
way,debate,"Message-Topic (e2, e1)"
treasure trove,concerts,"Member-Collection (e2, e1)"
woman,family,"Entity-Origin (e1, e2)"
bevy,doves,"Member-Collection (e2, e1)"
pie,sky,"Entity-Origin (e1, e2)"
virus,pandemic,"Cause-Effect (e1, e2)"
clutch,mechanics,"Member-Collection (e2, e1)"
spring,device,"Component-Whole (e1, e2)"
company,house,"Product-Producer (e2, e1)"
team,brilliance,Other
burns,liquids,"Cause-Effect (e2, e1)"
dispute,plot,"Message-Topic (e1, e2)"
confederation,peoples,"Member-Collection (e2, e1)"
Nitrogen,lakes,"Entity-Destination (e1, e2)"
idiot,motion,"Instrument-Agency (e2, e1)"
spacecraft,outer-space,"Entity-Destination (e1, e2)"
exaltation,larks,Other
camaraderie,supporters,"Entity-Origin (e1, e2)"
Methadone,buzz,"Cause-Effect (e1, e2)"
handgun,safe,"Content-Container (e2, e1)"
flooding,cyclone,"Cause-Effect (e2, e1)"
brigade,followers,"Member-Collection (e2, e1)"
discourse,poet,"Product-Producer (e1, e2)"
jar,lid,"Component-Whole (e2, e1)"
Fog,delays,"Cause-Effect (e1, e2)"
handful,locations,"Member-Collection (e2, e1)"
administration,centres,"Product-Producer (e2, e1)"
rotors,turbines,"Component-Whole (e1, e2)"
bio-energetics,bio-magnification,"Entity-Destination (e1, e2)"
hurts,memories,"Entity-Origin (e1, e2)"
model,event,"Entity-Origin (e1, e2)"
convention,ownership,Other
ideas,issue,"Message-Topic (e1, e2)"
man,pit,"Entity-Destination (e1, e2)"
officers,bus,"Instrument-Agency (e2, e1)"
mother,raft,"Product-Producer (e2, e1)"
astronauts,capsule,"Content-Container (e2, e1)"
laboratory,organisation,"Component-Whole (e1, e2)"
president,corporation,Other
archers,legion,"Member-Collection (e1, e2)"
skeleton,tomb,"Content-Container (e1, e2)"
swans,squadron,"Member-Collection (e1, e2)"
lion,paw,"Component-Whole (e2, e1)"
money,artwork,"Entity-Destination (e1, e2)"
request,moderator,"Entity-Destination (e1, e2)"
hypothesis,domination,"Message-Topic (e1, e2)"
volume,understanding,"Message-Topic (e1, e2)"
process,stricture,"Cause-Effect (e1, e2)"
scars,burns,"Cause-Effect (e2, e1)"
parcels,food items,"Content-Container (e1, e2)"
lid,bin,"Component-Whole (e1, e2)"
officials,dossier,"Product-Producer (e2, e1)"
phrase,e-mail,"Entity-Origin (e1, e2)"
gunman,weapons,Other
buns,steamer,"Content-Container (e1, e2)"
poems,contests,"Entity-Destination (e1, e2)"
Dehydration,death,"Cause-Effect (e1, e2)"
software,developer,"Product-Producer (e1, e2)"
statue,sculptor,"Product-Producer (e1, e2)"
tissue,capsule,"Content-Container (e1, e2)"
book,friend,"Entity-Origin (e1, e2)"
baby,wipes,Other
ship,port,"Entity-Origin (e1, e2)"
oxbirds,fling,"Member-Collection (e1, e2)"
method,country,"Entity-Origin (e1, e2)"
toxins,odor,"Cause-Effect (e1, e2)"
reel,can,"Content-Container (e1, e2)"
staff,hospital,"Member-Collection (e1, e2)"
Accident,delays,"Cause-Effect (e1, e2)"
Student,telephone,Other
user,button,"Instrument-Agency (e2, e1)"
plate,electroscope,"Component-Whole (e1, e2)"
artist,crayons,"Instrument-Agency (e2, e1)"
fire,earthquake,"Cause-Effect (e2, e1)"
hostel,building,"Component-Whole (e2, e1)"
sword,blade,"Component-Whole (e2, e1)"
suffering,crisis,"Cause-Effect (e2, e1)"
rags,receptacle,"Content-Container (e1, e2)"
volume,inscriptions,"Content-Container (e1, e2)"
file,folder,"Content-Container (e1, e2)"
brothers,comradeship,"Member-Collection (e1, e2)"
person,goods,"Product-Producer (e2, e1)"
note,rating,Other
infection,fungus,"Cause-Effect (e2, e1)"
Tonsillitis,micro-organisms,"Cause-Effect (e2, e1)"
Hiccups,spasm,"Cause-Effect (e2, e1)"
location,circle,Other
electricity,biomass,"Entity-Origin (e1, e2)"
metaphors,saint,"Product-Producer (e1, e2)"
collar,gear,"Component-Whole (e1, e2)"
mummy,coffins,"Content-Container (e1, e2)"
aircraft,approach,Other
moments,year,Other
memes,copies,Other
ossicone,cartilage,"Entity-Origin (e1, e2)"
Cocaine,pineapples,"Content-Container (e1, e2)"
puppy,garbage bag,"Content-Container (e1, e2)"
committee,people,"Member-Collection (e2, e1)"
Landslides,deaths,"Cause-Effect (e1, e2)"
references,name index,"Content-Container (e1, e2)"
Rain,power outage,"Cause-Effect (e1, e2)"
speech,critics,"Message-Topic (e1, e2)"
publication,developments,"Message-Topic (e1, e2)"
memory,machine,"Component-Whole (e1, e2)"
irritation,chemicals,"Cause-Effect (e2, e1)"
people,humiliation,"Cause-Effect (e2, e1)"
exhibition,contacts,"Message-Topic (e1, e2)"
initiations,years,Other
visit,sensation,"Cause-Effect (e1, e2)"
voltage,reaction,"Cause-Effect (e1, e2)"
guard,podium,Other
sessions,abstracts,"Message-Topic (e1, e2)"
virus,bird,"Entity-Origin (e1, e2)"
funding,newspaper,Other
hands,tomb,"Product-Producer (e2, e1)"
atlas,cabinet,"Content-Container (e1, e2)"
vapor,swelling,"Cause-Effect (e1, e2)"
person,email,"Entity-Origin (e2, e1)"
reproductive toxicity,nitrite,"Cause-Effect (e2, e1)"
quotes,movies,"Entity-Origin (e1, e2)"
seat,car,"Content-Container (e1, e2)"
scuttle,coal,Other
plates,surface,"Component-Whole (e1, e2)"
petition,oil,Other
superfluity,priests,Other
wheat,flour,Other
cameras,booths,"Content-Container (e1, e2)"
assignment,controversy,"Cause-Effect (e2, e1)"
speeches,economy,"Message-Topic (e1, e2)"
ray theory,layer,Other
dispute,interpretation,"Message-Topic (e1, e2)"
chairman,political party,"Member-Collection (e1, e2)"
practices,programmers,"Message-Topic (e1, e2)"
brew,cauldron,"Content-Container (e1, e2)"
Dioxide,atmosphere,"Entity-Destination (e1, e2)"
mutation,thrushes,Other
discussion,issues,"Message-Topic (e1, e2)"
recovery,next year,"Entity-Destination (e1, e2)"
cattle,middle ages,"Entity-Origin (e1, e2)"
book,relationship,"Message-Topic (e1, e2)"
button,radio,"Component-Whole (e1, e2)"
guards,building,Other
technician,in-circuit emulator,"Instrument-Agency (e2, e1)"
wheat,starch,"Product-Producer (e2, e1)"
shank,hook,"Component-Whole (e1, e2)"
Death,vat,"Content-Container (e1, e2)"
dataset,documents,"Entity-Origin (e1, e2)"
carriages,train,"Component-Whole (e1, e2)"
alliance,brands,"Member-Collection (e2, e1)"
mouse,loaf,"Content-Container (e2, e1)"
abuse,swelling,"Cause-Effect (e1, e2)"
bird,wing,"Component-Whole (e2, e1)"
bootlegger,staples,Other
clump,reeds,"Member-Collection (e2, e1)"
stories,prequels,"Product-Producer (e1, e2)"
code,process,"Content-Container (e2, e1)"
man,testosterone,Other
fire,area,"Entity-Origin (e1, e2)"
harm,quake,"Cause-Effect (e2, e1)"
tritium,water,"Content-Container (e2, e1)"
comment,developer,"Product-Producer (e2, e1)"
infections,malodor,"Cause-Effect (e1, e2)"
gas,algae,"Product-Producer (e2, e1)"
fungi,disease,"Cause-Effect (e1, e2)"
Diabetes,disorders,"Member-Collection (e1, e2)"
clashes,deaths,"Cause-Effect (e1, e2)"
fleet,ship,"Member-Collection (e2, e1)"
tool,handles,"Component-Whole (e2, e1)"
butterfly,patio,"Entity-Destination (e1, e2)"
daughter,coma,"Entity-Destination (e1, e2)"
division,soldiers,"Member-Collection (e2, e1)"
variations,stratospheric winds,"Cause-Effect (e2, e1)"
laugh,hairs,"Cause-Effect (e1, e2)"
plum,wine,"Product-Producer (e2, e1)"
introduction,book,"Component-Whole (e1, e2)"
rock,strokes,"Component-Whole (e2, e1)"
creator,worm,"Product-Producer (e2, e1)"
evidence,study,"Entity-Origin (e1, e2)"
meal,rice,"Component-Whole (e2, e1)"
stack,objects,"Member-Collection (e2, e1)"
tank,bunker,"Content-Container (e1, e2)"
maps,portfolio,"Content-Container (e1, e2)"
balm,soul,"Content-Container (e1, e2)"
man,custody,"Entity-Destination (e1, e2)"
tears,river,"Entity-Destination (e1, e2)"
reservoir,operation,"Entity-Destination (e1, e2)"
handful,tidbits,"Member-Collection (e2, e1)"
tree,trunks,"Component-Whole (e2, e1)"
unit,transportation,"Instrument-Agency (e1, e2)"
insight,problem,"Message-Topic (e1, e2)"
statement,leadership,"Product-Producer (e2, e1)"
fish,shoal,"Member-Collection (e1, e2)"
wine,can,"Content-Container (e1, e2)"
log- jam,cases,"Member-Collection (e2, e1)"
journal,book reviews,"Content-Container (e2, e1)"
talk,challenges,"Message-Topic (e1, e2)"
bloodshed,growth,"Cause-Effect (e2, e1)"
correspondence,cheque,"Content-Container (e2, e1)"
class,therapeutic benefits,"Message-Topic (e1, e2)"
flink,cows,"Member-Collection (e2, e1)"
ring,partners,"Member-Collection (e2, e1)"
Tree,bark,"Component-Whole (e2, e1)"
bolt,firearm,"Component-Whole (e1, e2)"
water,evaporators,"Entity-Origin (e1, e2)"
questionnaire,sections,"Component-Whole (e2, e1)"
disputation,lawyers,Other
benefits,sentence,"Content-Container (e1, e2)"
witch,bone,"Instrument-Agency (e2, e1)"
biosurfactant,oil,"Entity-Origin (e1, e2)"
steps,ladder,"Component-Whole (e1, e2)"
bottle,isopropanol,"Content-Container (e2, e1)"
letter,group,"Entity-Origin (e1, e2)"
stranger,brother,"Entity-Destination (e1, e2)"
rudders,towboats,"Instrument-Agency (e1, e2)"
tribes,houses,Other
rain,forest canopy,"Entity-Origin (e1, e2)"
boat,harbour,"Entity-Origin (e1, e2)"
anxiety,accident,"Cause-Effect (e2, e1)"
company,obligations,Other
community,scholars,"Member-Collection (e2, e1)"
room,corner,"Entity-Destination (e1, e2)"
technique,websites,"Instrument-Agency (e1, e2)"
file cabinet,IOU,"Content-Container (e2, e1)"
policeman,police force,"Member-Collection (e1, e2)"
sunflower,oil,"Product-Producer (e2, e1)"
stores,areas,"Component-Whole (e2, e1)"
energy,source,"Entity-Origin (e1, e2)"
publications,similarities,"Message-Topic (e1, e2)"
man,bat,"Instrument-Agency (e2, e1)"
remnants,box,"Content-Container (e1, e2)"
cerebrum,hemispheres,"Component-Whole (e2, e1)"
clowder,cats,"Member-Collection (e2, e1)"
powder,casing,"Content-Container (e1, e2)"
soul,body,"Entity-Origin (e1, e2)"
remote control,water,"Entity-Destination (e1, e2)"
books,identification,"Message-Topic (e1, e2)"
energy,charge,"Entity-Origin (e1, e2)"
nucleocapsids,nuclei,"Entity-Destination (e1, e2)"
nest,hornets,"Product-Producer (e1, e2)"
spindle,pump,"Component-Whole (e1, e2)"
caravan,camels,"Member-Collection (e2, e1)"
crimes,show,"Message-Topic (e2, e1)"
chocolate,butter,"Component-Whole (e2, e1)"
niece,apartment,"Entity-Destination (e1, e2)"
design,architect,"Product-Producer (e1, e2)"
cook,coals,Other
