entity,target_entity,relation,invert_relation
Gallus Holding AG,Heidelberger Druckmaschinen AG,subsidiary_of,1
Bright Shining City Productions,Forgiveness,product_or_service_of,0
"Innovative Interfaces, Inc",Ex Libris,acquired_by,1
Livingbridge,TPG Capital,undefined,0
Revera Inc.,Toronto Stock Exchange,traded_on,0
Archer Capital,Rebel Sport Limited,acquired_by,0
Blacks Outdoor Retail Ltd.,JD Sports Fashion plc,subsidiary_of,1
"ThoughtSpot, Inc.",Khosla Ventures,shareholder_of,1
SeedInvest,Gust,collaboration,0
Broadway Video,Man Seeking Woman,product_or_service_of,0
Alfred,Bixby,acquired_by,0
Dovetail,Accel,shareholder_of,1
GSO Capital Partners,"Donaldson, Lufkin & Jenrette",undefined,0
Hawker de Havilland,Commonwealth Aircraft Corporation,acquired_by,0
"XebiaLabs, Inc.",T-Mobile,client_of,1
"Phase 4 Films, Inc.",The Legend of Sarila,product_or_service_of,0
Radio Rentals,Thorn EMI,subsidiary_of,1
Altiostar,Cisco,shareholder_of,1
Grenke AG,Frankfurt Stock Exchange,traded_on,0
KNB EFX Group,Intruder,product_or_service_of,0
Heinz Wattie's Limited,Oak,brand_of,0
Irish North Western Railway,Ulster Railway,merged_with,0
Berkeley SkyDeck,Sierra Ventures,client_of,1
EnServe Group Limited,London Stock Exchange,traded_on,0
iXL,Avenue A,merged_with,0
"RBC Bank , N.A.",Alabama National BanCorporation,acquired_by,0
My Broadcasting Corporation,CKOB,undefined,0
Glenn L. Martin Company,American-Marietta Corporation,merged_with,0
Media 8 Entertainment,Malofilm,subsidiary_of,1
Heartland RVs,Mallard,brand_of,1
Riverside Insights,Houghton Mifflin Harcourt,subsidiary_of,1
"Addepar, Inc.",Orion,competitor_of,0
Verizon,West Central Wireless,collaboration,0
WingTips Airport Services,Servisair,competitor_of,0
Metagaming Concepts,Ogre,product_or_service_of,0
"Associated Production Music, LLC",The Big One,product_or_service_of,0
Wolfe Video,The Wise Kids,product_or_service_of,0
Teachers Life Insurance Society,Office of the Superintendent of Financial Institutions,regulated_by,1
True North Productions,Channel 4,shareholder_of,1
Opportunity Network,Vietinbank,collaboration,0
Leica Biosystems,Danaher Corporation,subsidiary_of,1
Sky Studios,Punchdrunk International,collaboration,0
Miracle Mart,Zellers,competitor_of,0
Kabam Inc.,Alibaba,shareholder_of,1
Cassa Padana,ChiantiBanca,competitor_of,0
Blizzard,Tespa,collaboration,0
Insignia Films,Seabiscuit,product_or_service_of,0
PT CT Corpora,Jakarta Stock Exchange,traded_on,0
DZS,Optelian Access Networks Corporation,acquired_by,0
TestComplete,AutomatedQA Corp.\,product_or_service_of,1
Fluidmesh Networks,Pelco,collaboration,0
Sphinx,LumenVox,product_or_service_of,1
American Fletcher National Bank and Trust Company,INB Financial Corporation,competitor_of,0
Brigham's Ice Cream,HP Hood,acquired_by,1
Whip Media,HBO,client_of,0
Publishing and Broadcasting Ltd,GTV-9,acquired_by,0
Ciné-Asie Creatives,My Dear Enemy,product_or_service_of,0
Rizzoli Bookstore,Columbia,undefined,0
Avanti,Strada,product_or_service_of,0
Butterfly,Duncan Toys,brand_of,0
Scranton Button Company,Cameo Records,merged_with,0
GroupLogic,Acronis,subsidiary_of,0
Meadville Corporation,Merit,brand_of,0
Four Square,Friendly Grocer,undefined,0
Union Bank of Switzerland,Phillips & Drew,acquired_by,0
Baseline Ventures,OMGPop,shareholder_of,0
Language Studies International LSI,ESL,product_or_service_of,0
CBS,Smoke Signal Broadcasting,undefined,0
Nyfors Teknologi AB,Alcatel,collaboration,0
Montgomery Elevator,KONE,subsidiary_of,0
Greenstone TV,CJZ,acquired_by,1
Perry Engineering,Ford,client_of,0
Jet.com,Amazon,undefined,0
Clerkenwell Films,E4,client_of,0
Nervures,Altea,product_or_service_of,0
Cynet,Norwest Venture Partners,shareholder_of,1
Charter International plc,Colfax Corporation,acquired_by,1
Yeti Cycles,Volant,acquired_by,1
Rogers Cable Inc.,Mountain Cablevision,undefined,0
Kramers,Square Books,undefined,0
MidOcean Partners,Deutsche Bank,undefined,0
Kordia,Orcon Limited,acquired_by,0
CaptionMax,Department of Education,undefined,0
Marmayogi,Pyramid Saimira,product_or_service_of,1
"Uncooked, Inc.",MTV Video Music Awards,client_of,0
Tynesoft Computer Software,First Star Software,client_of,0
Christopher Ward Limited,Bluebird,collaboration,0
Pink Gorilla LLC,Atari 2600,undefined,0
Klima,Verified Carbon Standard,regulated_by,1
Headline Pictures,The Man in the High Castle,product_or_service_of,0
"VidAmerica, Inc.",Some Like It Hot,product_or_service_of,0
PlumChoice,Allstate,acquired_by,1
Piperlime,Project Runway,collaboration,0
Ascend Communications,Demon Internet,client_of,1
Adams,TaylorMade,acquired_by,1
VF Corporation,Altra Running,acquired_by,0
Deutsche Bank,dbFX,product_or_service_of,0
Cinédia,Limite,product_or_service_of,0
Lamprell plc,London Stock Exchange,traded_on,0
"AltJapan Co, Ltd.",Doraemon,product_or_service_of,0
Morrison Management Specialists,Loyola University New Orleans,client_of,0
Rajshri Media,Dosti,product_or_service_of,0
Helog,Mercy Corps,collaboration,0
SOSV,Carma,shareholder_of,0
Venture Production Ltd,FTSE 250 Index,traded_on,0
Unilog Content Solutions,Fisher Scientific,client_of,0
Four Star Television,Desilu Productions,undefined,0
Kendall and Sons Limited,Next,acquired_by,1
Farmers' Bank of Delaware,Girard Bank,acquired_by,1
Global Gaming Factory X,The Pirate Bay,acquired_by,0
Shopping.com,Amazon,undefined,0
"Bowery Farming, Inc.",GGV Capital,shareholder_of,1
EQAL,lonelygirl15,product_or_service_of,0
Guardian Capital Group,Toronto Stock Exchange,traded_on,0
Max Group,Hutchison Asia Telecom Group,collaboration,0
Innovation Publishing,The Light Fantastic,product_or_service_of,0
Red Digital Cinema,Leia Inc. CRITICAL: The relationship should be collaboration as stated in the story text: 'Red entered into a strategic partnership with Leia',collaboration,0
"Nuance Communications, Inc.","MacSpeech, Inc. CRITICAL: The relationship should be acquired_by as stated in the story text: 'Nuance Communications, Inc. acquired MacSpeech'",acquired_by,0
Clark Boat Company,San Juan 24,product_or_service_of,0
Central Point Software,Norton Utilities,competitor_of,0
"Kavapoint, Inc.",iPhone,undefined,0
"Berkery, Noyes & Co., LLC",McGraw-Hill,client_of,0
Belgrave Trust,TerraPass,undefined,0
Planview,Projectplace,acquired_by,0
Fevertree Drinks plc,London Stock Exchange,traded_on,0
CPL Aromas,London Stock Exchange,traded_on,0
Paradigm Talent Agency,Genesis,acquired_by,0
Farm Credit Canada,Parliament of Canada,regulated_by,0
Société de Construction des Batignolles,SPIE,merged_with,0
Dancing Diablo,Teenage Mutant Ninja Turtles,product_or_service_of,0
Ocean Productions,Central Park Media,client_of,1
Floors-2-Go,London Stock Exchange,traded_on,0
Shopa Docket,Woolworths Supermarkets,product_or_service_of,0
EBSCO Information Services,ByWater Solutions LLC,collaboration,0
In Films,Borderland,product_or_service_of,0
C&S Wholesale Grocers,Met Foodmarkets,product_or_service_of,0
PonoPlayer,Ayre Acoustics,product_or_service_of,1
Fishman,Fender Musical Instruments Corporation,product_or_service_of,0
Harbert Management Corporation,Falcone,competitor_of,0
URI Purposely Built Vehicles PTY LTD,Toyota,product_or_service_of,1
Topper,San Isidro,client_of,1
Granite Ventures,HyTrust,shareholder_of,0
Central Michigan University,MediaSentry,undefined,0
Merchants National Corporation,National City Corporation,acquired_by,1
PlanetSpace,Canadian Arrow,product_or_service_of,0
Twenga,Android,product_or_service_of,0
"Zumobi, Inc",BlackBerry,product_or_service_of,0
Spotlight Group Holdings,Big W,competitor_of,0
"Gun Media Holdings, Inc.",PlayStation 4,product_or_service_of,0
"Regent, L.P.",Pegasus Solutions,acquired_by,0
Quayle Munro,Scottish Enterprise,client_of,1
MIT Media Lab,"Groundhog Technologies, Inc.",undefined,0
Central Studios,Haridas,product_or_service_of,0
Guglielmo Caffè S.p.A.,Fiat 1100,product_or_service_of,1
RAK Ceramics P.J.S.C,Abu Dhabi Securities Exchange,traded_on,0
Banco di Sicilia,Banco di Napoli,collaboration,0
"SISCOG - Sistemas Cognitivos, SA",Norwegian State Railways,client_of,1
"Where, Inc.",MapQuest,client_of,1
